fold,draw,kind,subtype,test_n,ibs_pooled,ibs_independent,pooled_minus_independent
4,0,real,del13q,96,0.13880992077060433,0.14650530567697015,-0.007695384906365815
4,0,real,del17p,16,0.09101016989190729,0.07874089111149683,0.012269278780410453
4,0,real,hyperdiploid,108,0.12902494107512782,0.13323964994733578,-0.004214708872207956
4,1,flipped,amp1q,71,0.1284842039849787,0.12772533100022537,0.0007588729847533282
4,1,flipped,del1p,66,0.11934784320347097,0.11879840689968986,0.0005494363037811117
4,1,flipped,del13q,87,0.11147881463871569,0.11255760040799521,-0.0010787857692795277
4,1,flipped,del17p,36,0.12384160090771194,0.15055387807192971,-0.02671227716421777
4,1,flipped,hyperdiploid,100,0.1321133669174598,0.13362485280148317,-0.0015114858840233614
4,2,flipped,amp1q,85,0.15023547369139398,0.15937928024735035,-0.009143806555956369
4,2,flipped,del1p,56,0.1249395124025532,0.12305462985521447,0.0018848825473387343
4,2,flipped,del13q,93,0.14225237561434276,0.17027942910218735,-0.028027053487844594
4,2,flipped,del17p,37,0.12394307729974069,0.17985866793521132,-0.055915590635470636
4,2,flipped,hyperdiploid,99,0.10749267024470521,0.10560838332365341,0.0018842869210518032
4,3,flipped,amp1q,85,0.14345222882343903,0.13979513556205705,0.0036570932613819718
4,3,flipped,del1p,58,0.14897734173980204,0.14834177706729484,0.000635564672507194
4,3,flipped,del13q,96,0.14739148638310742,0.15127251619715884,-0.0038810298140514177
4,3,flipped,del17p,32,0.10466045265997331,0.10228607054091604,0.0023743821190572723
4,3,flipped,hyperdiploid,102,0.13524941036885765,0.14262658912328954,-0.00737717875443189
4,4,flipped,amp1q,79,0.10706109601585544,0.10872922298834811,-0.0016681269724926756
4,4,flipped,del1p,63,0.10126719910259971,0.11608397472927039,-0.014816775626670678
4,4,flipped,del13q,81,0.12409971915156805,0.13329219749300988,-0.009192478341441837
4,4,flipped,del17p,26,0.08615591015175252,0.0727313221245979,0.013424588027154613
4,4,flipped,hyperdiploid,108,0.13060524167749565,0.13094526421958186,-0.00034002254208620464
4,5,flipped,amp1q,81,0.17036641625273863,0.1803463468294515,-0.00997993057671287
4,5,flipped,del1p,68,0.12460408919693963,0.13423440099761058,-0.009630311800670949
4,5,flipped,del13q,102,0.11892989280357963,0.11551336122544381,0.0034165315781358174
4,5,flipped,del17p,28,0.1986252692890091,0.2226641578037148,-0.024038888514705703
4,5,flipped,hyperdiploid,102,0.11932457538379022,0.12408771264930418,-0.004763137265513959
4,6,flipped,amp1q,67,0.1561631533527831,0.15192478372883672,0.004238369623946386
4,6,flipped,del1p,68,0.13620746667376912,0.13320800445104808,0.0029994622227210443
4,6,flipped,del13q,92,0.12025036685549033,0.12377231002708422,-0.0035219431715938915
4,6,flipped,del17p,30,0.13455230500913204,0.1375834215171466,-0.0030311165080145475
4,6,flipped,hyperdiploid,107,0.11666334594104416,0.11385363542833961,0.0028097105127045524
4,7,flipped,amp1q,76,0.1254517771070123,0.13405758943610857,-0.008605812329096268
4,7,flipped,del1p,62,0.13502838881744736,0.15912787716066298,-0.024099488343215625
4,7,flipped,del13q,91,0.14533483853760323,0.18037544396807167,-0.03504060543046844
4,7,flipped,del17p,36,0.06831076974645069,0.06398876924563167,0.004322000500819018
4,7,flipped,hyperdiploid,105,0.12496259772138378,0.12847302554045828,-0.003510427819074499
4,8,flipped,amp1q,81,0.12589972233606259,0.11811102640930571,0.007788695926756878
4,8,flipped,del1p,64,0.10932335797570171,0.10797214382837032,0.0013512141473313866
4,8,flipped,del13q,96,0.13603510945328934,0.14281846125965655,-0.006783351806367216
4,8,flipped,del17p,32,0.09119835763563601,0.07285448265694075,0.01834387497869526
4,8,flipped,hyperdiploid,106,0.1266921501703415,0.13093118722589608,-0.00423903705555459
4,9,flipped,amp1q,87,0.15003591469340308,0.14590097908401573,0.004134935609387352
4,9,flipped,del1p,59,0.19505068606308265,0.21788899231205278,-0.022838306248970125
4,9,flipped,del13q,91,0.12933590720604332,0.12914059548578585,0.00019531172025746835
4,9,flipped,del17p,40,0.1080258021921162,0.14821556487163193,-0.040189762679515725
4,9,flipped,hyperdiploid,97,0.1368577733832232,0.14764855940048904,-0.010790786017265852
4,10,flipped,amp1q,84,0.15980391602598104,0.16309778480084586,-0.0032938687748648166
4,10,flipped,del1p,62,0.13240587344133864,0.12951245624247762,0.0028934171988610202
4,10,flipped,del13q,95,0.12074203032522836,0.12505529023818493,-0.004313259912956571
4,10,flipped,del17p,39,0.12607671930107872,0.11853439401475124,0.007542325286327478
4,10,flipped,hyperdiploid,109,0.13057702843911873,0.1343093714526193,-0.0037323430135005886
4,11,flipped,amp1q,86,0.14346176255708418,0.137057665020754,0.006404097536330172
4,11,flipped,del1p,72,0.14333119252516588,0.14347172264653102,-0.00014053012136513998
4,11,flipped,del13q,89,0.12452299134230338,0.1276452399452161,-0.003122248602912714
4,11,flipped,del17p,32,0.07402347076680921,0.07402109906115158,2.371705657630563e-06
4,11,flipped,hyperdiploid,101,0.13162184827610804,0.13134619490642901,0.0002756533696790242
4,12,flipped,amp1q,74,0.14753174083490272,0.158722732232704,-0.011190991397801275
4,12,flipped,del1p,62,0.12746448577177547,0.1276835705068819,-0.00021908473510642845
4,12,flipped,del13q,102,0.11014852763580839,0.12097934509538186,-0.010830817459573469
4,12,flipped,del17p,32,0.07249528471491291,0.08372771469544875,-0.011232429980535835
4,12,flipped,hyperdiploid,105,0.13201825081305055,0.13636106089328143,-0.00434281008023088
4,13,flipped,amp1q,80,0.1148244138770422,0.11830237244213684,-0.003477958565094641
4,13,flipped,del1p,57,0.12082897384621463,0.12636042454939883,-0.005531450703184199
4,13,flipped,del13q,82,0.15885492495095743,0.16836519436937208,-0.009510269418414652
4,13,flipped,del17p,32,0.14122374918977235,0.12639143051209967,0.014832318677672679
4,13,flipped,hyperdiploid,101,0.12442910129628702,0.12885335201604112,-0.004424250719754094
4,14,flipped,amp1q,75,0.11807280686386977,0.12270574612883611,-0.004632939264966343
4,14,flipped,del1p,66,0.12409552038738361,0.11520600687397518,0.008889513513408429
4,14,flipped,del13q,91,0.1162439245653581,0.1133585625155199,0.0028853620498382054
4,14,flipped,del17p,29,0.0739430783368746,0.07796504241799096,-0.0040219640811163665
4,14,flipped,hyperdiploid,111,0.12990129334643088,0.13496722747144493,-0.005065934125014049
4,15,flipped,amp1q,78,0.13755467873595711,0.14611187618106888,-0.00855719744511177
4,15,flipped,del1p,60,0.1628827585395015,0.14833886700914437,0.014543891530357123
4,15,flipped,del13q,97,0.13556568749210487,0.1355205742403252,4.5113251779665964e-05
4,15,flipped,del17p,37,0.08106559351014317,0.07499400722356593,0.006071586286577238
4,15,flipped,hyperdiploid,108,0.118145183964179,0.12316825074380651,-0.005023066779627508
